tu_id	speaker	start	end	parent_tu_id	text
739	PSB068_trad	1100.920	1102.107	738	xx chefchaouen
757	PSB0067_trad	1122.550	1122.930	756	hai ragione
764	PSB0067_trad	1127.690	1128.377	763	shīlḥa (varietà della lingua tamazight parlata soprattutto nel sud del marocco)
769	PSB0067_trad	1130.450	1130.928	767	shīlḥa
799	PSB0067_trad	1165.090	1166.180	798	da dove vieni dal marocco
802	PSB069_trad	1166.250	1166.730	801	di quale città
824	PSB0067_trad	1193.160	1193.840	823	
866	PSB069_trad	1241.660	1243.000	865	sì stiamo parlando di beni mellal
887	PSB0067_trad	1270.810	1271.330	886	di dove sei tu
891	PSB069_trad	1272.010	1272.806	890	
896	PSB069_trad	1275.570	1276.880	895	ma significa
921	PSB0067_trad	1302.510	1303.330	920	xx voi
925	PSB0067_trad	1304.560	1309.600	924	xx c'è il fiume
927	PSB069_trad	1305.700	1309.480	926	si c'è da noi anche a casa c'è il fiume
930	PSB0067_trad	1310.060	1312.030	929	c'è il fiume
935	PSB069_trad	1314.840	1320.040	934	è vicino cioè dalla casa lo vediamo
937	PSB0067_trad	1315.910	1318.814	936	uscite a fare una passeggiata ti ha detto passeggiata
939	PSB0067_trad	1320.280	1321.766	938	no ti ha chiesto se andate a fare una passeggiata al fiume
945	PSB069_trad	1326.620	1328.260	944	non riusciremmo
948	PSB069_trad	1328.440	1332.640	947	quando c'è xx
955	PSB069_trad	1338.000	1340.270	954	non riusciresti ad andare li avresti paura ci sono gli alberi
957	PSB068_trad	1340.420	1342.390	956	
960	PSB066_trad	1343.220	1344.710	959	spiegale xx
963	PSB069_trad	1344.806	1347.035	962	non si può non c'è xx
968	PSB068_trad	1354.840	1356.010	967	c'è pericolo la vicino dove siamo noi
990	PSB0067_trad	1386.870	1387.280	989	
993	PSB0067_trad	1388.806	1391.236	992	xx a ovest?
996	PSB0067_trad	1392.300	1393.510	995	guarda che è dell'ovest
1001	PSB068_trad	1401.810	1404.050	1000	come si chiama xx
1046	PSB066_trad	1469.920	1471.460	1045	se sei contenta che hai tante sorelle
1066	PSB0067_trad	1498.700	1499.750	1065	è bella agādīr
1072	PSB069_trad	1503.930	1504.610	1071	non ci sono mai andata
1074	PSB066_trad	1504.720	1505.480	1073	
1078	PSB068_trad	1507.270	1509.070	1077	
1080	PSB0067_trad	1508.480	1511.010	1079	se ti piace agadir? è bella? è meglio di casablanca?
1099	PSB069_trad	1532.580	1533.820	1098	dai tira fuori
1136	PSB066_trad	1578.940	1579.860	1135	non è xx volubilis
1142	PSB069_trad	1590.530	1591.880	1141	forse ci siamo arrivati
1144	PSB0067_trad	1592.270	1595.420	1143	su su xx parla parla xx
1147	PSB068_trad	1594.910	1596.628	1146	no no parla in arabo xx
1149	PSB0067_trad	1597.140	1598.860	1148	lasciala parlare così l'italiano viene fuori
1154	PSB0067_trad	1601.720	1602.500	1153	
1157	PSB005_trad	1605.450	1608.014	1156	
1160	PSB0067_trad	1608.440	1609.290	1159	archeologico
1162	PSB0067_trad	1609.940	1610.880	1161	archeologico
1176	PSB068_trad	1625.120	1625.722	1175	lo segnato
1184	PSB068_trad	1633.610	1635.050	1183	sicuramente sara athārāt
1188	PSB0067_trad	1635.060	1636.220	1187	ma non è walili?
1191	PSB068_trad	1636.870	1638.990	1190	no no walili non è lì
1195	PSB068_trad	1641.030	1642.440	1194	aspetta
1198	PSB066_trad	1643.250	1644.375	1197	qui c'è fes
1204	PSB068_trad	1649.420	1650.740	1203	aspetta vedo vicino cosa c'è
1206	PSB068_trad	1650.990	1653.830	1205	musawa no sarà solo un villaggio piccolo
1208	PSB0067_trad	1653.060	1653.880	1207	
1216	PSB0067_trad	1660.580	1662.200	1215	
1222	PSB066_trad	1666.030	1668.410	1221	i romani hanno xx
1225	PSB0067_trad	1667.960	1670.340	1224	ain leuh è una località in marocco
1237	PSB066_trad	1683.380	1685.400	1236	xx quel posto è vicino a dove sto io
1239	PSB066_trad	1685.490	1687.100	1238	vicino a casa nostra
1244	PSB0067_trad	1690.422	1691.800	1243	
1249	PSB066_trad	1694.402	1695.583	1248	xx posto xx
1252	PSB0067_trad	1695.238	1696.956	1251	
1266	PSB0067_trad	1716.130	1716.970	1265	è assurdo
1269	PSB0067_trad	1721.450	1722.930	1268	
1277	PSB069_trad	1727.530	1729.100	1276	raccontaci perché non ci sono mai andata
1314	PSB0067_trad	1774.840	1776.180	1313	come si chiama xx
1316	PSB066_trad	1775.000	1776.236	1315	piazza jemaa el-fna
1318	PSB066_trad	1776.460	1776.984	1317	piazza jemaa el-fna
1320	PSB0067_trad	1777.060	1777.840	1319	come si dice piazza
1322	PSB069_trad	1777.242	1777.823	1321	piazza jemaa el-fna
1324	PSB066_trad	1777.823	1779.170	1323	piazza jemaa el-fna
1326	PSB0067_trad	1778.970	1780.950	1325	come si dice piazza come si chiama spazio
1340	PSB066_trad	1794.340	1795.180	1339	c'è c'è
1356	PSB066_trad	1811.630	1813.070	1355	
1359	PSB0067_trad	1813.880	1815.620	1358	
1365	PSB0067_trad	1819.540	1820.711	1364	
1370	PSB0067_trad	1822.160	1826.789	1369	
1373	PSB005_trad	1828.060	1828.580	1372	snob
1398	PSB005_trad	1864.600	1868.154	1397	sì sì sì sì sì sì sì sì basta
1413	PSB068_trad	1882.806	1883.578	1412	vanno dove?
1464	PSB0067_trad	1955.220	1959.270	1463	
1475	PSB069_trad	1973.880	1974.420	1474	corano
1477	PSB066_trad	1975.280	1976.100	1476	no quello xx
1479	PSB0067_trad	1976.160	1977.320	1478	no no quello no
1503	PSB0067_trad	2021.920	2025.833	1502	poi scr~ cerco sul dizionario come si dice io
1505	PSB0067_trad	2026.860	2028.011	1504	come si dice voglio
1522	PSB069_trad	2056.690	2058.970	1521	parli di me
1547	PSB0067_trad	2104.040	2107.260	1546	
1553	PSB0067_trad	2112.700	2114.860	1552	le carote
1620	PSB0067_trad	2226.750	2229.690	1619	tipo domani mattina che vuol dire ian cre matin?
1624	PSB0067_trad	2232.110	2233.200	1623	domani mattina
1628	PSB066_trad	2234.020	2236.510	1627	non puoi capirli se parlano dialetto
1660	PSB0067_trad	2285.408	2290.199	1659	poi c'è anche tipo già già l'ho fatto già
1664	PSB0067_trad	2290.389	2291.758	1663	in marocco non c'è già
1667	PSB0067_trad	2292.589	2293.961	1666	anche mia mamma dice già
1669	PSB066_trad	2294.189	2296.468	1668	già è una parola francese
1689	PSB066_trad	2316.407	2318.403	1688	puoi vuoi e e e
1707	PSB069_trad	2339.789	2340.969	1706	anche io non lo capisco
1709	PSB0067_trad	2340.981	2344.233	1708	
1725	PSB068_trad	2362.189	2366.184	1724	
1727	PSB069_trad	2363.392	2364.152	1726	tutto è uniforme
1742	PSB066_trad	2377.026	2377.815	1741	vieni
1744	PSB068_trad	2377.815	2378.386	1743	vieni
1791	PSB066_trad	2443.345	2444.443	1790	ne senti la mancanza?
1801	PSB0067_trad	2457.600	2459.189	1800	avete vissuto in italia
1805	PSB0067_trad	2460.189	2460.811	1804	dille che è bello
1809	PSB069_trad	2462.400	2465.234	1808	dai traduci quello che dico
1816	PSB0067_trad	2471.011	2471.822	1815	
1819	PSB069_trad	2472.790	2474.167	1818	stai qua non andare
1827	PSB0067_trad	2486.189	2487.611	1826	ti piace l'italia o vorresti andare?
1836	PSB066_trad	2490.787	2492.574	1835	tornesti in marocco a viverci?
1865	PSB069_trad	2519.000	2520.590	1864	
1869	PSB069_trad	2524.001	2525.787	1868	no mio figlio
1872	PSB069_trad	2526.000	2527.776	1870	non vuole più non vuole più
1874	PSB066_trad	2528.426	2530.502	1873	ah gli hai chiesto?
1877	PSB069_trad	2530.000	2533.360	1876	non vuole xx
1887	PSB0067_trad	2551.597	2553.823	1886	perché non gli piace il marocco? perché non vogliono andarci?
1889	PSB066_trad	2551.612	2554.934	1888	ma tu xx
1891	PSB069_trad	2555.000	2557.590	1890	si annoiano
1893	PSB066_trad	2556.806	2557.790	1892	e appunto quello che lei ti ha detto
1897	PSB069_trad	2561.987	2565.214	1896	loro sono nati qua xx
1917	PSB069_trad	2599.814	2601.014	1916	però noi stiamo solo parlando
1920	PSB0067_trad	2601.787	2603.175	1919	no io
1922	PSB066_trad	2602.387	2604.375	1921	mia figlia ci è andata molte volte quest'anno
1925	PSB069_trad	2605.174	2605.800	1924	voi andate
1927	PSB066_trad	2606.186	2610.013	1926	andrà ancora di più andra di nuovo sarà la sesta volta
1932	PSB069_trad	2610.587	2611.987	1931	xx bello
2020	PSB066_trad	2767.627	2768.387	2019	cosa ti ha detto?
2071	PSB0067_trad	2853.223	2855.172	2070	
2104	PSB069_trad	2911.413	2912.640	2103	
2213	PSB0067_trad	3116.228	3121.038	2212	sì ma io questo anno volevo andare qua con le ah come si chiama quella
2244	PSB0067_trad	3147.436	3148.905	2243	è andato lui e mustafa
2258	PSB066_trad	3167.025	3170.227	2257	ha fatto un viaggio ma è rimasto bloccato
2260	PSB0067_trad	3170.632	3173.975	2259	lui ha fatto un viaggio lì si ma secondo
2262	PSB068_trad	3173.214	3174.784	2261	ci mancava solo questa
2354	PSB0067_trad	3320.240	3320.787	2353	ferro
2357	PSB0067_trad	3321.417	3322.632	2356	ferro
2360	PSB066_trad	3322.639	3325.332	2359	noi xx ferro
2365	PSB066_trad	3327.213	3328.200	2364	ok vuoi andare?
2367	PSB066_trad	3328.227	3331.242	2366	io vado in vacanza
2375	PSB069_trad	3335.600	3340.053	2374	escono puntuali che ore sono?
2426	PSB0067_trad	3390.520	3394.870	2425	
2452	PSB0067_trad	3439.240	3443.987	2451	perché noi usiamo la tastiera in francese e non lo sappiamo usare in arabo
2463	PSB0067_trad	3465.410	3467.201	2462	in arabo sulla tastiera no
2738	PSB066_trad	3950.027	3952.611	2737	e faccio anche ceramica non so come
2740	PSB0067_trad	3951.610	3952.578	2739	fa il ceramica
2772	PSB066_trad	3996.215	3999.215	2771	
